name,vacancy_rate,rental_stock,population,rental_pop,state,region
Collie,0.16,6,7584.0,19.83,Western Australia,Collie
Dardanup,,0,504.0,20.1,Western Australia,Dardanup
Davenport,,0,174.0,34.0,Northern Territory,Barkly
Eaton,0.41,16,8479.0,22.8,Western Australia,Dardanup
Pelican Point,0.78,3,873.0,14.44,Western Australia,Bunbury
Harvey,0.19,3,3320.0,25.09,Western Australia,Harvey
East Bunbury,0.7,15,3910.0,27.46,Western Australia,Bunbury
Waroona,,0,2933.0,19.32,Western Australia,Waroona
Dalyellup,0.49,20,8995.0,25.54,Western Australia,Capel
Gelorup,0.12,1,2294.0,5.61,Western Australia,Capel
Stratham,,0,709.0,6.04,Western Australia,Capel
South Bunbury,0.43,19,8421.0,27.51,Western Australia,Bunbury
Bunbury,0.62,14,3737.0,27.86,Western Australia,Bunbury
Withers,0.92,15,2975.0,37.56,Western Australia,Bunbury
Usher,0.41,4,2163.0,28.56,Western Australia,Bunbury
Bridgetown,0.62,10,2805.0,16.7,Western Australia,Bridgetown-Greenbushes
Boyup Brook,0.36,2,914.0,17.52,Western Australia,Boyup Brook
Donnybrook,0.07,1,2822.0,17.21,Western Australia,Donnybrook-Balingup
Balingup,0.76,3,543.0,12.78,Western Australia,Donnybrook-Balingup
Manjimup,0.19,4,4352.0,25.89,Western Australia,Manjimup
Pemberton,0.32,2,972.0,17.26,Western Australia,Manjimup
Dawesville,0.95,34,5826.0,14.21,Western Australia,Mandurah
Bouvard,0.21,1,826.0,9.59,Western Australia,Mandurah
Falcon,0.51,17,5162.0,17.36,Western Australia,Mandurah
Wannanup,0.55,11,3622.0,16.57,Western Australia,Mandurah
Greenfields,0.57,27,9855.0,27.03,Western Australia,Mandurah
Halls Head,0.64,43,13869.0,16.91,Western Australia,Mandurah
Erskine,0.49,14,4666.0,20.48,Western Australia,Mandurah
Mandurah,1.04,62,7833.0,35.17,Western Australia,Mandurah
Pinjarra,0.31,7,4903.0,23.17,Western Australia,Murray
City Beach,0.35,9,6609.0,14.97,Western Australia,Cambridge
Cottesloe,0.67,25,7372.0,22.98,Western Australia,Cottesloe
Floreat,0.48,15,7903.0,11.45,Western Australia,Cambridge
Mosman Park,0.65,28,8750.0,29.35,Western Australia,Mosman Park
Peppermint Grove,1.09,7,1636.0,21.35,Western Australia,Peppermint Grove
Nedlands,0.76,34,10195.0,23.95,Western Australia,Nedlands
Dalkeith,0.48,8,4242.0,16.65,Western Australia,Nedlands
Crawley,1.25,20,4095.0,51.27,Western Australia,Subiaco
Swanbourne,0.75,14,4056.0,19.4,Western Australia,Nedlands
Mount Claremont,0.4,8,4612.0,17.38,Western Australia,Nedlands
Mount Hawthorn,0.59,20,7549.0,23.04,Western Australia,Vincent
Leederville,1.07,21,3161.0,39.07,Western Australia,Vincent
Mount Lawley,0.83,47,11127.0,29.86,Western Australia,Stirling
North Perth,0.6,28,8748.0,26.32,Western Australia,Vincent
Subiaco,1.1,63,9196.0,35.95,Western Australia,Subiaco
Shenton Park,0.61,14,4523.0,30.61,Western Australia,Nedlands
Wembley,0.81,45,11301.0,31.48,Western Australia,Cambridge
West Leederville,0.94,20,3973.0,33.65,Western Australia,Cambridge
Glendalough,0.55,8,2488.0,46.29,Western Australia,Stirling
East Perth,2.02,152,10602.0,43.35,Western Australia,Perth
Highgate,1.86,26,2204.0,45.12,Western Australia,Vincent
Bassendean,0.52,27,10315.0,24.57,Western Australia,Bassendean
Eden Hill,0.38,6,3455.0,20.15,Western Australia,Bassendean
Embleton,0.39,6,3162.0,28.91,Western Australia,Bayswater
Bedford,0.55,14,5433.0,26.01,Western Australia,Bayswater
Maylands,1.04,87,12582.0,38.28,Western Australia,Bayswater
Morley,0.47,47,21523.0,24.5,Western Australia,Bayswater
Noranda,0.36,12,7975.0,13.75,Western Australia,Bayswater
Chidlow,,0,1827.0,8.4,Western Australia,Mundaring
Glen Forrest,0.09,1,2778.0,8.53,Western Australia,Mundaring
Helena Valley,0.16,3,3688.0,12.69,Western Australia,Mundaring
Koongamia,0.2,1,991.0,29.0,Western Australia,Swan
Malmalling,,0,,,Western Australia,Mundaring
Mundaring,0.22,3,3039.0,14.24,Western Australia,Mundaring
Swan View,0.11,4,7909.0,18.3,Western Australia,Mundaring
Midvale,0.5,6,1495.0,36.9,Western Australia,Swan
Avon Valley National Park,,0,,,Western Australia,Swan
Ballajura,0.25,17,18705.0,16.81,Western Australia,Swan
Beechboro,0.24,9,9066.0,21.37,Western Australia,Swan
Bullsbrook,0.32,8,5182.0,12.38,Western Australia,Swan
Gidgegannup,0.18,2,2745.0,6.75,Western Australia,Swan
Hazelmere,,0,875.0,14.08,Western Australia,Swan
Lockridge,0.44,7,3472.0,26.27,Western Australia,Swan
Kiara,0.4,3,1821.0,17.4,Western Australia,Swan
Lexia,,0,28.0,57.14,Western Australia,Swan
Middle Swan,0.57,8,2849.0,24.29,Western Australia,Swan
Herne Hill,1.06,20,3412.0,33.01,Victoria,Greater Geelong
Midland,1.1,43,5967.0,45.0,Western Australia,Swan
Stratton,0.52,7,3326.0,27.82,Western Australia,Swan
Jane Brook,0.07,1,3488.0,7.73,Western Australia,Swan
The Vines,0.25,5,4857.0,9.89,Western Australia,Swan
Aveley,0.72,37,10172.0,17.32,Western Australia,Swan
Brabham,1.01,40,3308.0,6.35,Western Australia,Swan
Henley Brook,0.7,13,2516.0,13.92,Western Australia,Swan
Ellenbrook,0.74,72,22682.0,20.69,Western Australia,Swan
Craigie,0.56,17,5849.0,21.02,Western Australia,Joondalup
Beldon,0.34,6,3946.0,18.89,Western Australia,Joondalup
Currambine,0.41,11,6919.0,21.28,Western Australia,Joondalup
Kinross,0.28,7,6884.0,17.39,Western Australia,Joondalup
Duncraig,0.25,15,15270.0,11.36,Western Australia,Joondalup
Greenwood,0.34,14,9615.0,14.12,Western Australia,Joondalup
Heathridge,0.59,18,6664.0,20.46,Western Australia,Joondalup
Connolly,0.21,3,3639.0,13.26,Western Australia,Joondalup
Hillarys,0.34,15,10813.0,13.64,Western Australia,Joondalup
Burns Beach,0.22,3,3373.0,7.36,Western Australia,Joondalup
Joondalup,0.7,29,9089.0,34.85,Western Australia,Joondalup
Edgewater,0.21,4,4508.0,15.03,Western Australia,Joondalup
Kingsley,0.31,16,13059.0,12.46,Western Australia,Joondalup
Mullaloo,0.55,13,5987.0,14.06,Western Australia,Joondalup
Kallaroo,0.13,3,5177.0,12.17,Western Australia,Joondalup
Ocean Reef,0.47,14,7846.0,11.76,Western Australia,Joondalup
Padbury,0.54,20,8186.0,17.38,Western Australia,Joondalup
Sorrento,0.19,6,7340.0,11.56,Western Australia,Joondalup
Marmion,0.11,1,2287.0,12.67,Western Australia,Joondalup
Woodvale,0.25,9,9282.0,10.26,Western Australia,Joondalup
Balcatta,0.52,28,10386.0,28.61,Western Australia,Stirling
Hamersley,0.14,3,4981.0,15.32,Western Australia,Stirling
Balga,0.6,40,12690.0,37.59,Western Australia,Stirling
Mirrabooka,0.28,8,8107.0,28.32,Western Australia,Stirling
Herdsman,,0,,,Western Australia,Stirling
Innaloo,0.69,36,8256.0,33.84,Western Australia,Stirling
Doubleview,0.65,28,8412.0,28.05,Western Australia,Stirling
Karrinyup,0.37,15,9283.0,19.09,Western Australia,Stirling
Gwelup,0.2,4,4542.0,12.36,Western Australia,Stirling
Carine,0.15,4,6479.0,9.3,Western Australia,Stirling
Nollamara,0.54,36,11566.0,36.63,Western Australia,Stirling
Westminster,0.41,14,6200.0,36.01,Western Australia,Stirling
Osborne Park,0.66,17,4121.0,41.25,Western Australia,Stirling
Trigg,0.34,4,2791.0,18.42,Western Australia,Stirling
North Beach,0.45,8,3408.0,29.03,Western Australia,Stirling
Watermans Bay,0.16,1,1280.0,25.43,Western Australia,Stirling
Tuart Hill,0.61,26,7016.0,36.5,Western Australia,Stirling
Joondanna,0.55,16,4839.0,35.74,Western Australia,Stirling
Wembley Downs,0.49,13,6320.0,15.74,Western Australia,Stirling
Churchlands,0.53,8,3383.0,21.31,Western Australia,Stirling
Woodlands,0.37,7,4140.0,15.06,Western Australia,Stirling
Yokine,0.57,37,11539.0,30.87,Western Australia,Stirling
Coolbinia,0.31,2,1658.0,14.78,Western Australia,Stirling
Menora,,0,2589.0,29.19,Western Australia,Stirling
Dianella,0.32,35,23487.0,22.03,Western Australia,Stirling
Alexander Heights,0.14,4,7924.0,17.44,Western Australia,Wanneroo
Koondoola,0.37,6,4055.0,30.06,Western Australia,Wanneroo
Butler,0.52,27,13273.0,29.12,Western Australia,Wanneroo
Merriwa,0.64,15,5490.0,33.45,Western Australia,Wanneroo
Ridgewood,0.69,13,4669.0,27.32,Western Australia,Wanneroo
Carramar,0.28,7,7168.0,13.65,Western Australia,Wanneroo
Clarkson,0.5,29,12963.0,28.37,Western Australia,Wanneroo
Girrawheen,0.23,9,8764.0,28.95,Western Australia,Wanneroo
Marangaroo,,0,10588.0,17.56,Western Australia,Wanneroo
Mindarie,0.45,14,7522.0,14.06,Western Australia,Wanneroo
Quinns Rocks,0.46,16,8737.0,22.07,Western Australia,Wanneroo
Tapping,0.18,6,9455.0,16.63,Western Australia,Wanneroo
Ashby,0.31,4,2661.0,15.54,Western Australia,Wanneroo
Sinagra,0.73,12,2633.0,20.21,Western Australia,Wanneroo
Alkimos,1.27,65,6269.0,22.48,Western Australia,Wanneroo
Eglinton,0.65,8,2260.0,18.28,New South Wales,Bathurst Regional
Carabooda,0.65,1,436.0,10.0,Western Australia,Wanneroo
Pinjar,,0,100.0,53.13,Western Australia,Wanneroo
Two Rocks,1.54,32,2995.0,15.21,Western Australia,Wanneroo
Yanchep,0.98,46,8869.0,19.32,Western Australia,Wanneroo
Hocking,0.16,4,5913.0,16.18,Western Australia,Wanneroo
Pearsall,0.55,9,3864.0,23.68,Western Australia,Wanneroo
Landsdale,0.38,18,12202.0,10.39,Western Australia,Wanneroo
Madeley,0.31,8,6085.0,19.05,Western Australia,Wanneroo
Darch,0.17,4,7079.0,14.02,Western Australia,Wanneroo
Wanneroo,0.33,18,12068.0,20.3,Western Australia,Wanneroo
Wungong,,0,342.0,18.18,Western Australia,Armadale
Brookdale,0.69,8,2946.0,26.36,Western Australia,Armadale
Ashendon,,0,17.0,,Western Australia,Armadale
Lesley,,0,,,Western Australia,Armadale
Camillo,0.78,15,4413.0,21.6,Western Australia,Armadale
Champion Lakes,0.53,6,1121.0,22.18,Western Australia,Armadale
Kelmscott,0.68,34,10462.0,23.31,Western Australia,Armadale
Mount Nasura,0.31,4,2982.0,8.83,Western Australia,Armadale
Mount Richon,0.11,1,1974.0,6.64,Western Australia,Armadale
Bedfordale,0.1,1,2852.0,4.15,Western Australia,Armadale
Roleystone,0.26,7,6631.0,5.91,Western Australia,Armadale
Seville Grove,0.92,36,10268.0,19.97,Western Australia,Armadale
Harrisdale,0.76,32,9077.0,17.13,Western Australia,Armadale
Piara Waters,0.79,49,9119.0,14.64,Western Australia,Armadale
Forrestdale,1.38,16,1074.0,17.96,Western Australia,Armadale
East Victoria Park,0.84,42,10068.0,35.11,Western Australia,Victoria Park
Carlisle,0.56,19,6474.0,37.15,Western Australia,Victoria Park
Perth Airport,,0,,,Western Australia,Belmont
Victoria Park,1.08,54,8779.0,42.45,Western Australia,Victoria Park
Lathlain,0.64,11,3361.0,25.34,Western Australia,Victoria Park
Burswood,1.62,26,2334.0,34.99,Western Australia,Victoria Park
Cloverdale,0.76,35,8072.0,30.99,Western Australia,Belmont
Kewdale,0.83,29,6893.0,29.66,Western Australia,Belmont
Rivervale,1.48,97,10364.0,40.46,Western Australia,Belmont
Bentley,1.12,52,8780.0,48.7,Western Australia,Canning
Wilson,0.53,16,6378.0,33.45,Western Australia,Canning
St James,0.83,20,4906.0,37.76,Western Australia,Canning
Canning Vale,0.42,49,33059.0,15.97,Western Australia,Canning
Cannington,0.95,32,5929.0,41.58,Western Australia,Canning
Queens Park,0.62,18,6657.0,33.95,Western Australia,Canning
Ferndale,0.48,10,4332.0,19.83,Western Australia,Canning
Lynwood,0.66,11,3447.0,23.53,Western Australia,Canning
Riverton,0.96,24,5639.0,25.34,Western Australia,Canning
Shelley,0.59,12,4520.0,22.89,Western Australia,Canning
Rossmoyne,0.38,6,3321.0,18.61,Western Australia,Canning
Welshpool,0.48,1,327.0,8.57,Victoria,South Gippsland
Willetton,0.63,44,18182.0,18.35,Western Australia,Canning
Beckenham,0.79,32,7521.0,26.58,Western Australia,Gosnells
Kenwick,0.73,17,5688.0,23.52,Western Australia,Gosnells
Langford,0.84,19,5671.0,29.28,Western Australia,Gosnells
Gosnells,0.71,67,20293.0,25.45,Western Australia,Gosnells
Southern River,0.57,27,10349.0,14.47,Western Australia,Gosnells
Maddington,0.82,42,11374.0,25.02,Western Australia,Gosnells
Orange Grove,,0,749.0,21.17,Western Australia,Gosnells
Martin,0.45,3,1521.0,14.85,Western Australia,Gosnells
Thornlie,0.57,54,23154.0,18.5,Western Australia,Gosnells
Forrestfield,0.51,31,12697.0,21.23,Western Australia,Kalamunda
High Wycombe,0.27,14,12307.0,18.49,Western Australia,Kalamunda
Kalamunda,0.18,6,6969.0,13.14,Western Australia,Kalamunda
Maida Vale,0.27,5,4498.0,10.73,Western Australia,Kalamunda
Gooseberry Hill,0.36,5,3273.0,6.23,Western Australia,Kalamunda
Lesmurdie,0.1,3,8440.0,10.56,Western Australia,Kalamunda
Bickley,,0,678.0,5.44,Western Australia,Kalamunda
Carmel,,0,775.0,11.26,Western Australia,Kalamunda
Byford,0.73,57,14910.0,13.56,Western Australia,Serpentine-Jarrahdale
Mundijong,0.4,2,1236.0,13.74,Western Australia,Serpentine-Jarrahdale
Serpentine,,0,2321.0,8.2,Western Australia,Serpentine-Jarrahdale
Jarrahdale,0.38,2,1193.0,10.29,Western Australia,Serpentine-Jarrahdale
Manning,0.55,10,4141.0,27.84,Western Australia,South Perth
South Perth,1.18,91,12048.0,33.21,Western Australia,South Perth
Banjup,0.12,1,2081.0,12.64,Western Australia,Cockburn
Bibra Lake,0.16,4,5877.0,14.05,Western Australia,Cockburn
Coolbellup,0.5,16,5324.0,32.74,Western Australia,Cockburn
Hamilton Hill,0.43,25,10386.0,29.66,Western Australia,Cockburn
Henderson,,0,17.0,,Western Australia,Cockburn
North Coogee,1.14,22,2387.0,18.57,Western Australia,Cockburn
South Lake,0.17,4,5866.0,22.77,Western Australia,Cockburn
Cockburn Central,1.46,16,1265.0,42.06,Western Australia,Cockburn
Spearwood,0.48,25,10032.0,24.81,Western Australia,Cockburn
Success,0.76,34,10145.0,25.37,Western Australia,Cockburn
Hammond Park,0.76,26,4886.0,22.14,Western Australia,Cockburn
Yangebup,0.66,21,7480.0,18.05,Western Australia,Cockburn
Beeliar,0.35,12,7450.0,19.52,Western Australia,Cockburn
Wattleup,,0,457.0,26.14,Western Australia,Cockburn
Jandakot,0.29,3,2662.0,12.66,Western Australia,Cockburn
East Fremantle,0.29,10,7375.0,18.77,Western Australia,East Fremantle
Fremantle,0.77,42,8211.0,32.15,Western Australia,Fremantle
Bertram,0.64,14,6210.0,24.1,Western Australia,Kwinana
Calista,0.6,6,1989.0,30.2,Western Australia,Kwinana
Postans,,0,,,Western Australia,Kwinana
Parmelia,0.84,23,6013.0,22.85,Western Australia,Kwinana
Orelia,0.95,20,4700.0,26.11,Western Australia,Kwinana
Casuarina,1.03,15,2682.0,21.93,New South Wales,Tweed
Wandi,0.53,8,2850.0,17.52,Western Australia,Kwinana
Applecross,0.9,35,6887.0,24.49,Western Australia,Melville
Ardross,0.47,10,4235.0,18.46,Western Australia,Melville
Bateman,0.55,8,3716.0,21.56,Western Australia,Melville
Bicton,0.53,17,6575.0,21.88,Western Australia,Melville
Palmyra,0.46,18,6954.0,25.13,Western Australia,Melville
Booragoon,0.71,19,5525.0,16.55,Western Australia,Melville
Bull Creek,0.47,16,7746.0,22.21,Western Australia,Melville
Leeming,0.29,12,10725.0,11.67,Western Australia,Melville
Melville,0.36,10,5696.0,16.36,Western Australia,Melville
Murdoch,0.46,6,3524.0,28.82,Western Australia,Melville
Kardinya,0.35,14,8741.0,18.33,Western Australia,Melville
Willagee,0.59,16,4874.0,33.85,Western Australia,Melville
Winthrop,0.33,7,5909.0,9.22,Western Australia,Melville
Cooloongup,0.68,20,6744.0,23.83,Western Australia,Rockingham
Port Kennedy,0.46,24,13781.0,22.48,Western Australia,Rockingham
Rockingham,0.96,83,14432.0,28.73,Western Australia,Rockingham
Safety Bay,0.54,19,7406.0,17.87,Western Australia,Rockingham
Shoalwater,0.62,15,4104.0,27.12,Western Australia,Rockingham
Golden Bay,0.83,20,3786.0,17.45,Western Australia,Rockingham
Secret Harbour,0.4,17,12071.0,20.02,Western Australia,Rockingham
Waikiki,0.54,28,12398.0,20.88,Western Australia,Rockingham
Warnbro,0.9,40,10765.0,22.98,Western Australia,Rockingham
Baldivis,1.05,172,31649.0,20.88,Western Australia,Rockingham
Karnup,0.94,7,1377.0,12.8,Western Australia,Rockingham
Albany,0.6,5,1320.0,27.52,Western Australia,Albany
Bayonet Head,0.2,3,2959.0,21.65,Western Australia,Albany
Lower King,0.12,1,1834.0,12.84,Western Australia,Albany
Denmark,0.32,5,2635.0,27.16,Western Australia,Denmark
Gnowangerup,0.31,1,594.0,28.47,Western Australia,Gnowangerup
Katanning,0.23,4,3683.0,27.86,Western Australia,Katanning
Kojonup,0.12,1,1298.0,22.77,Western Australia,Kojonup
Little Grove,0.3,2,1500.0,14.86,Western Australia,Albany
Elleker,,0,370.0,7.83,Western Australia,Albany
McKail,0.14,2,3445.0,22.77,Western Australia,Albany
Willyung,,0,573.0,20.81,Western Australia,Albany
Stirling Range National Park,,0,,,Western Australia,Plantagenet
Chittering,0.15,1,924.0,7.94,Western Australia,Chittering
Cunderdin,,0,876.0,26.7,Western Australia,Cunderdin
Dowerin,,0,464.0,23.13,Western Australia,Dowerin
Gingin,0.24,1,854.0,21.18,Western Australia,Gingin
Dandaragan,,0,347.0,15.84,Western Australia,Dandaragan
Merredin,0.13,2,2845.0,28.18,Western Australia,Merredin
Moora,0.08,1,1778.0,23.42,Western Australia,Moora
Mukinbudin,,0,353.0,26.11,Western Australia,Mukinbudin
Northam,0.22,7,6545.0,25.97,Western Australia,Northam
Toodyay,,0,1409.0,18.68,Western Australia,Toodyay
York,0.14,2,2534.0,18.32,Western Australia,York
Brookton,,0,750.0,20.0,Western Australia,Brookton
Kulin,,0,365.0,26.56,Western Australia,Kulin
Murray,,0,,,Queensland,Townsville
Narrogin,0.1,2,4279.0,27.64,Western Australia,Narrogin
Wagin,,0,1488.0,19.28,Western Australia,Wagin
Broome,0.9,20,4041.0,37.93,Western Australia,Broome
Derby,0.27,5,3509.0,40.57,Western Australia,Derby-West Kimberley
Halls Creek,,0,1495.0,52.27,Western Australia,Halls Creek
Kununurra,0.16,5,5304.0,38.9,Western Australia,Wyndham-East Kimberley
Roebuck,,0,516.0,9.39,Western Australia,Broome
Newman,1.75,48,7241.0,47.34,Western Australia,East Pilbara
Port Hedland,2.04,51,4178.0,49.52,Western Australia,Port Hedland
South Hedland,1.58,84,9471.0,45.98,Western Australia,Port Hedland
Karratha,1.2,1,79.0,33.87,Western Australia,Karratha
Roebourne,0.29,1,975.0,46.56,Western Australia,Karratha
Esperance,0.08,1,2144.0,35.83,Western Australia,Esperance
Carnarvon,,0,204.0,27.7,Western Australia,Carnarvon
Exmouth,0.22,4,2515.0,25.16,Western Australia,Exmouth
Boulder,1.25,29,4831.0,27.83,Western Australia,Kalgoorlie/Boulder
Kalgoorlie,0.93,18,3906.0,36.79,Western Australia,Kalgoorlie/Boulder
Coolgardie,0.44,2,877.0,22.88,Western Australia,Coolgardie
Norseman,,0,582.0,16.64,Western Australia,Dundas
Leinster,,0,578.0,39.06,Western Australia,Leonora
Leonora,,0,782.0,32.79,Western Australia,Leonora
Geraldton,0.83,15,3149.0,34.07,Western Australia,Greater Geraldton
Irwin,,0,84.0,7.84,Western Australia,Irwin
Meekatharra,,0,714.0,33.53,Western Australia,Meekatharra
Morawa,,0,534.0,28.97,Western Australia,Morawa
Northampton,0.2,1,812.0,16.84,Western Australia,Northampton
Mullewa,0.36,1,447.0,27.97,Western Australia,Greater Geraldton
Greenough,,0,281.0,9.49,Western Australia,Greater Geraldton
Bridgewater,0.58,12,4043.0,46.29,Tasmania,Brighton
Gagebrook,1.06,7,1436.0,61.95,Tasmania,Brighton
Brighton,0.97,119,23256.0,21.03,Victoria,Bayside
Pontville,,0,615.0,8.04,Tasmania,Brighton
Old Beach,0.26,5,3776.0,11.72,Tasmania,Brighton
Otago,,0,555.0,2.75,Tasmania,Clarence
Bellerive,0.49,12,4500.0,25.27,Tasmania,Clarence
Rosny,0.27,1,768.0,15.65,Tasmania,Clarence
Cambridge,0.24,2,1160.0,11.4,Tasmania,Clarence
Geilston Bay,0.24,4,3050.0,16.24,Tasmania,Clarence
Risdon,,0,292.0,12.59,Tasmania,Clarence
Howrah,0.23,10,8684.0,16.55,Tasmania,Clarence
Tranmere,0.42,8,3755.0,26.33,South Australia,Campbelltown
Lindisfarne,0.8,25,6181.0,22.12,Tasmania,Clarence
Warrane,0.31,4,2433.0,43.89,Tasmania,Clarence
Risdon Vale,0.22,3,2869.0,27.35,Tasmania,Clarence
Rokeby,0.7,17,3376.0,36.97,Tasmania,Clarence
South Arm,0.21,1,885.0,11.3,Tasmania,Clarence
Austins Ferry,0.33,4,2254.0,21.02,Tasmania,Glenorchy
Granton,0.4,3,1732.0,10.73,Tasmania,Derwent Valley
Berriedale,0.47,6,2693.0,25.81,Tasmania,Glenorchy
Chigwell,0.48,5,2003.0,30.93,Tasmania,Glenorchy
Derwent Park,,0,655.0,33.77,Tasmania,Glenorchy
Lutana,0.58,7,2356.0,30.76,Tasmania,Glenorchy
Glenorchy,0.47,26,10830.0,36.89,Tasmania,Glenorchy
Rosetta,0.41,5,2729.0,24.08,Tasmania,Glenorchy
Moonah,0.52,14,5420.0,32.13,Tasmania,Glenorchy
New Norfolk,0.24,7,5432.0,30.35,Tasmania,Derwent Valley
West Moonah,0.72,14,4011.0,32.4,Tasmania,Glenorchy
Huntingfield,0.84,2,433.0,20.38,Tasmania,Kingborough
Kingston Beach,0.29,3,1995.0,21.45,Tasmania,Kingborough
Blackmans Bay,0.47,16,7143.0,18.86,Tasmania,Kingborough
Snug,0.35,2,1205.0,19.43,Tasmania,Kingborough
Taroona,0.22,3,3070.0,15.57,Tasmania,Kingborough
Bonnet Hill,,0,509.0,4.76,Tasmania,Kingborough
Hobart,1.65,30,2292.0,50.47,Tasmania,Hobart
Lenah Valley,0.34,10,5940.0,21.5,Tasmania,Hobart
Mount Stuart,1.14,13,2392.0,21.99,Tasmania,Hobart
Mount Nelson,0.17,2,2495.0,23.56,Tasmania,Hobart
Dynnyrne,1.31,8,1576.0,28.73,Tasmania,Hobart
New Town,0.81,26,6123.0,34.17,Tasmania,Hobart
Sandy Bay,0.91,51,11919.0,30.43,Tasmania,Hobart
South Hobart,0.69,18,5313.0,28.95,Tasmania,Hobart
Fern Tree,,0,725.0,8.0,Tasmania,Hobart
West Hobart,0.57,17,5956.0,31.2,Tasmania,Hobart
Dodges Ferry,0.38,5,2470.0,15.43,Tasmania,Sorell
Sorell,0.68,13,2905.0,23.39,Tasmania,Sorell
Kings Meadows,0.54,11,3673.0,27.57,Tasmania,Launceston
Launceston,1.95,37,2944.0,36.57,Tasmania,Launceston
Legana,0.42,9,4027.0,13.8,Tasmania,West Tamar
Mowbray,0.97,17,3730.0,42.43,Tasmania,Launceston
Newnham,1.02,29,6451.0,31.87,Tasmania,Launceston
Prospect Vale,0.26,7,5067.0,22.7,Tasmania,Meander Valley
Blackstone,0.39,2,1025.0,23.7,Queensland,Ipswich
Ravenswood,0.65,12,3621.0,42.66,Tasmania,Launceston
Riverside,0.73,24,6466.0,21.9,Tasmania,West Tamar
South Launceston,1.22,30,4592.0,37.74,Tasmania,Launceston
Summerhill,0.34,5,3130.0,25.27,Tasmania,Launceston
Trevallyn,0.88,19,4555.0,21.08,Tasmania,West Tamar
Waverley,1.19,23,4346.0,40.07,New South Wales,Waverley
West Launceston,0.67,14,4208.0,25.43,Tasmania,Launceston
Youngtown,0.46,10,4054.0,20.85,Tasmania,Launceston
Relbia,,0,675.0,6.58,Tasmania,Launceston
Beauty Point,,0,1219.0,16.01,Tasmania,West Tamar
Deloraine,0.78,12,2850.0,25.95,Tasmania,Meander Valley
Grindelwald,,0,966.0,3.17,Tasmania,West Tamar
Lanena,,0,316.0,16.22,Tasmania,West Tamar
Hadspen,0.51,6,2273.0,17.23,Tasmania,Meander Valley
Carrick,0.28,1,559.0,8.05,Tasmania,Meander Valley
Westbury,0.41,5,2012.0,19.66,Tasmania,Meander Valley
Dilston,0.9,2,531.0,6.22,Tasmania,Launceston
George Town,1.24,30,4349.0,32.33,Tasmania,George Town
Perth,2.43,211,11426.0,43.26,Western Australia,Perth
Evandale,0.45,3,1373.0,31.18,South Australia,Norwood Payneham St Peters
St Helens,0.7,10,2065.0,22.52,Tasmania,Break O'Day
Scamander,0.37,2,643.0,11.92,Tasmania,Break O'Day
Scottsdale,0.43,5,2370.0,24.13,Tasmania,Dorset
Bridport,0.7,9,1569.0,13.77,Tasmania,Dorset
Kettering,0.23,1,800.0,13.01,Tasmania,Kingborough
Cygnet,0.23,2,1559.0,20.7,Tasmania,Huon Valley
Geeveston,0.29,2,1302.0,12.83,Tasmania,Huon Valley
Dover,0.49,3,862.0,14.9,Tasmania,Huon Valley
Huonville,0.87,12,2713.0,25.57,Tasmania,Huon Valley
Franklin,1.59,43,6416.0,38.9,Australian Capital Territory,ACT
Triabunna,0.68,4,875.0,22.48,Tasmania,Glamorgan/Spring Bay
Bicheno,0.62,6,942.0,12.21,Tasmania,Glamorgan/Spring Bay
Acton,,0,2088.0,,Australian Capital Territory,ACT
Upper Burnie,0.57,6,1824.0,33.43,Tasmania,Burnie
Burnie,2.12,10,603.0,34.18,Tasmania,Burnie
Wivenhoe,0.95,1,224.0,34.69,Tasmania,Burnie
Parklands,0.66,3,850.0,21.94,Tasmania,Burnie
Camdale,,0,73.0,37.14,Tasmania,Burnie
Penguin,0.26,5,3853.0,18.22,Tasmania,Central Coast
Sulphur Creek,0.3,1,630.0,17.04,Tasmania,Central Coast
Romaine,0.4,3,1707.0,18.71,Tasmania,Burnie
Havenview,1.16,4,715.0,22.49,Tasmania,Burnie
Somerset,0.24,5,3896.0,23.64,Tasmania,Waratah/Wynyard
Ulverstone,0.27,9,6464.0,24.86,Tasmania,Central Coast
West Ulverstone,0.24,5,4188.0,24.87,Tasmania,Central Coast
Wynyard,0.21,7,6002.0,25.86,Tasmania,Waratah/Wynyard
Devonport,0.44,32,13763.0,31.56,Tasmania,Devonport
East Devonport,0.32,7,4052.0,36.4,Tasmania,Devonport
Latrobe,0.61,15,4166.0,25.08,Tasmania,Latrobe
Miandetta,0.38,3,1848.0,22.82,Tasmania,Devonport
Don,,0,641.0,12.18,Tasmania,Devonport
Port Sorell,0.44,5,2022.0,16.36,Tasmania,Latrobe
Quoiba,,0,423.0,12.87,Tasmania,Devonport
Spreyton,0.33,3,1670.0,15.79,Tasmania,Devonport
Sheffield,0.38,3,1548.0,22.62,Tasmania,Kentish
Railton,0.42,2,993.0,13.9,Tasmania,Kentish
Turners Beach,0.11,1,1717.0,15.33,Tasmania,Central Coast
Forth,,0,718.0,11.61,Tasmania,Central Coast
Smithton,0.69,13,3883.0,26.9,Tasmania,Circular Head
Darwin City,2.81,122,6464.0,50.18,Northern Territory,Darwin
East Point,,0,13.0,,Northern Territory,Darwin
Fannie Bay,1.3,18,2625.0,34.72,Northern Territory,Darwin
The Gardens,0.79,3,733.0,55.74,Northern Territory,Darwin
