,name,region,state
1347,Holland Park,Brisbane,Queensland
1348,Holland Park West,Brisbane,Queensland
1349,Woolloongabba,Brisbane,Queensland
1350,Yeronga,Brisbane,Queensland
1351,Eight Mile Plains,Brisbane,Queensland
1352,Mount Gravatt,Brisbane,Queensland
1353,Rochedale,Brisbane,Queensland
1354,Burbank,Brisbane,Queensland
1355,Upper Mount Gravatt,Brisbane,Queensland
1356,Wishart,Brisbane,Queensland
1357,Coopers Plains,Brisbane,Queensland
1358,Moorooka,Brisbane,Queensland
1359,Salisbury,Salisbury,South Australia
1360,Nathan,Brisbane,Queensland
1361,Tarragindi,Brisbane,Queensland
1362,Algester,Brisbane,Queensland
1363,Calamvale,Brisbane,Queensland
1364,Stretton,Brisbane,Queensland
1365,Pallara,Brisbane,Queensland
1366,Willawong,Brisbane,Queensland
1367,Parkinson,Brisbane,Queensland
1368,Drewvale,Brisbane,Queensland
1369,Rocklea,Brisbane,Queensland
1370,Acacia Ridge,Brisbane,Queensland
1371,Kuraby,Brisbane,Queensland
1372,Runcorn,Brisbane,Queensland
1373,Sunnybank,Brisbane,Queensland
1374,Sunnybank Hills,Brisbane,Queensland
1375,Jindalee,Brisbane,Queensland
1376,Mount Ommaney,Brisbane,Queensland
1377,Middle Park,Port Phillip,Victoria
1378,Jamboree Heights,Brisbane,Queensland
1379,Riverhills,Brisbane,Queensland
1380,Seventeen Mile Rocks,Brisbane,Queensland
1381,Sinnamon Park,Brisbane,Queensland
1382,Westlake,Brisbane,Queensland
1383,Bellbowrie,Brisbane,Queensland
1384,Moggill,Brisbane,Queensland
1385,Kenmore Hills,Brisbane,Queensland
1386,Chapel Hill,Brisbane,Queensland
1387,Fig Tree Pocket,Brisbane,Queensland
1388,Kenmore,Brisbane,Queensland
1389,Pinjarra Hills,Brisbane,Queensland
1390,Pullenvale,Brisbane,Queensland
1391,Chelmer,Brisbane,Queensland
1392,Graceville,Brisbane,Queensland
1393,Corinda,Brisbane,Queensland
1394,Indooroopilly,Brisbane,Queensland
1395,Sherwood,Brisbane,Queensland
1396,St Lucia,Brisbane,Queensland
1397,Taringa,Brisbane,Queensland
1398,Enoggera,Brisbane,Queensland
1399,Enoggera Reservoir,Brisbane,Queensland
1400,Keperra,Brisbane,Queensland
1401,Mitchelton,Brisbane,Queensland
1402,The Gap,Alice Springs,Northern Territory
1403,Upper Kedron,Brisbane,Queensland
1404,Ferny Grove,Brisbane,Queensland
1405,Brisbane City,Brisbane,Queensland
1406,Fortitude Valley,Brisbane,Queensland
1407,Highgate Hill,Brisbane,Queensland
1408,Kangaroo Point,Brisbane,Queensland
1409,New Farm,Brisbane,Queensland
1410,South Brisbane,Brisbane,Queensland
1411,Spring Hill,Brisbane,Queensland
1412,West End,Greater Geraldton,Western Australia
1413,Balmoral,Brisbane,Queensland
1414,Bulimba,Brisbane,Queensland
1415,East Brisbane,Brisbane,Queensland
1416,Hawthorne,Brisbane,Queensland
1417,Morningside,Brisbane,Queensland
1418,Norman Park,Brisbane,Queensland
1419,Alderley,Brisbane,Queensland
1420,Clayfield,Brisbane,Queensland
1421,Grange,Charles Sturt,South Australia
1422,Hendra,Brisbane,Queensland
1423,Kelvin Grove,Brisbane,Queensland
1424,Herston,Brisbane,Queensland
1425,Newmarket,Brisbane,Queensland
1426,Newstead,Launceston,Tasmania
1427,Bowen Hills,Brisbane,Queensland
1428,Wilston,Brisbane,Queensland
1429,Wooloowin,Brisbane,Queensland
1430,Lutwyche,Brisbane,Queensland
1431,Ashgrove,Brisbane,Queensland
1432,Auchenflower,Brisbane,Queensland
1433,Bardon,Brisbane,Queensland
1434,Milton,Brisbane,Queensland
1435,Toowong,Brisbane,Queensland
1436,Brinsmead,Cairns,Queensland
1437,Clifton Beach,Cairns,Queensland
1438,Kewarra Beach,Cairns,Queensland
1439,Stratford,Wellington,Victoria
1440,Redlynch,Cairns,Queensland
1441,Trinity Beach,Cairns,Queensland
1442,Yorkeys Knob,Cairns,Queensland
1443,Machans Beach,Cairns,Queensland
1444,Bentley Park,Cairns,Queensland
1445,Cairns City,Cairns,Queensland
1446,Earlville,Cairns,Queensland
1447,Bayview Heights,Cairns,Queensland
1448,Edmonton,Cairns,Queensland
1449,Gordonvale,Cairns,Queensland
1450,Kanimbla,Cairns,Queensland
1451,Mooroobool,Cairns,Queensland
1452,Lamb Range,Cairns,Queensland
1453,Manoora,Cairns,Queensland
1454,Manunda,Cairns,Queensland
1455,Mount Sheridan,Cairns,Queensland
1456,Westcourt,Cairns,Queensland
1457,Bungalow,Cairns,Queensland
1458,White Rock,Bathurst Regional,New South Wales
1459,Whitfield,Cairns,Queensland
1460,Edge Hill,Cairns,Queensland
1461,Woree,Cairns,Queensland
1462,Babinda,Cairns,Queensland
1463,Innisfail,Cassowary Coast,Queensland
1464,Tully,Cassowary Coast,Queensland
1465,Yarrabah,Yarrabah,Queensland
1466,Daintree,Douglas,Queensland
1467,Port Douglas,Douglas,Queensland
1468,Atherton,Tablelands,Queensland
1469,Herberton,Tablelands,Queensland
1470,Kuranda,Mareeba,Queensland
1471,Malanda,Tablelands,Queensland
1472,Yungaburra,Tablelands,Queensland
1473,Mareeba,Mareeba,Queensland
1474,Chinchilla,Western Downs,Queensland
1475,Goondiwindi,Goondiwindi,Queensland
1476,Inglewood,Stirling,Western Australia
1477,Miles,Western Downs,Queensland
1478,Wandoan,Western Downs,Queensland
1479,Roma,Maranoa,Queensland
1480,Tara,Western Downs,Queensland
1481,Jondaryan,Toowoomba,Queensland
1482,Millmerran,Toowoomba,Queensland
1483,Pittsworth,Toowoomba,Queensland
1484,Clifton,Toowoomba,Queensland
1485,Greenmount,Mundaring,Western Australia
1486,Stanthorpe,Southern Downs,Queensland
1487,Warwick,Southern Downs,Queensland
1488,Berserker,Rockhampton,Queensland
1489,Bouldercombe,Rockhampton,Queensland
1490,Emu Park,Livingstone,Queensland
1491,Frenchville,Rockhampton,Queensland
1492,Glenlee,Livingstone,Queensland
1493,Rockyview,Livingstone,Queensland
1494,Gracemere,Rockhampton,Queensland
1495,Lakes Creek,Rockhampton,Queensland
1496,Mount Morgan,Rockhampton,Queensland
1497,Norman Gardens,Rockhampton,Queensland
1498,Park Avenue,Rockhampton,Queensland
1499,Parkhurst,Rockhampton,Queensland
1500,Kawana,Rockhampton,Queensland
1501,Rockhampton,Rockhampton,Queensland
1502,Rockhampton City,Rockhampton,Queensland
1503,The Range,Rockhampton,Queensland
1504,Allenstown,Rockhampton,Queensland
1505,Yeppoon,Livingstone,Queensland
1506,Banana,Banana,Queensland
1507,Biloela,Banana,Queensland
1508,Agnes Water,Gladstone,Queensland
1509,Miriam Vale,Gladstone,Queensland
1510,Boyne Island,Gladstone,Queensland
1511,Tannum Sands,Gladstone,Queensland
1512,Callemondah,Gladstone,Queensland
1513,Clinton,Gladstone,Queensland
1514,New Auckland,Gladstone,Queensland
1515,Gladstone,Gladstone,Queensland
1516,Kin Kora,Gladstone,Queensland
1517,Sun Valley,Gladstone,Queensland
1518,South Trees,Gladstone,Queensland
1519,Telina,Gladstone,Queensland
1520,Toolooa,Gladstone,Queensland
1521,West Gladstone,Gladstone,Queensland
1522,Broadbeach Waters,Gold Coast,Queensland
1523,Burleigh Heads,Gold Coast,Queensland
1524,Burleigh Waters,Gold Coast,Queensland
1525,Mermaid Beach,Gold Coast,Queensland
1526,Broadbeach,Gold Coast,Queensland
1527,Mermaid Waters,Gold Coast,Queensland
1528,Miami,Gold Coast,Queensland
1529,Coolangatta,Gold Coast,Queensland
1530,Currumbin,Gold Coast,Queensland
1531,Tugun,Gold Coast,Queensland
1532,Currumbin Waters,Gold Coast,Queensland
1533,Elanora,Gold Coast,Queensland
1534,Arundel,Gold Coast,Queensland
1535,Biggera Waters,Gold Coast,Queensland
1536,Coombabah,Gold Coast,Queensland
1537,Labrador,Gold Coast,Queensland
1538,Paradise Point,Gold Coast,Queensland
1539,Hollywell,Gold Coast,Queensland
1540,Runaway Bay,Gold Coast,Queensland
1541,Guanaba,Gold Coast,Queensland
1542,Springbrook,Gold Coast,Queensland
1543,Tamborine,Scenic Rim,Queensland
1544,Canungra,Scenic Rim,Queensland
1545,Currumbin Valley,Gold Coast,Queensland
1546,Tallebudgera,Gold Coast,Queensland
1547,Mudgeeraba,Gold Coast,Queensland
1548,Bonogin,Gold Coast,Queensland
1549,Reedy Creek,Gold Coast,Queensland
1550,Andrews,Northern Areas,South Australia
1551,Carrara,Gold Coast,Queensland
1552,Highland Park,Gold Coast,Queensland
1553,Nerang,Gold Coast,Queensland
1554,Mount Nathan,Gold Coast,Queensland
1555,Pacific Pines,Gold Coast,Queensland
1556,Gaven,Gold Coast,Queensland
1557,Worongary,Gold Coast,Queensland
1558,Tallai,Gold Coast,Queensland
1559,Coomera,Gold Coast,Queensland
1560,Helensvale,Gold Coast,Queensland
1561,Hope Island,Gold Coast,Queensland
1562,Jacobs Well,Gold Coast,Queensland
1563,Alberton,Port Adelaide Enfield,South Australia
1564,Oxenford,Gold Coast,Queensland
1565,Maudsland,Gold Coast,Queensland
1566,Stapylton,Gold Coast,Queensland
1567,Yatala,Gold Coast,Queensland
1568,Pimpama,Gold Coast,Queensland
1569,Wongawallan,Gold Coast,Queensland
1570,Upper Coomera,Gold Coast,Queensland
1571,Willow Vale,Gold Coast,Queensland
1572,Clear Island Waters,Gold Coast,Queensland
1573,Merrimac,Gold Coast,Queensland
1574,Varsity Lakes,Gold Coast,Queensland
1575,Robina,Gold Coast,Queensland
1576,Ashmore,Gold Coast,Queensland
1577,Molendinar,Gold Coast,Queensland
1578,Parkwood,Gold Coast,Queensland
1579,Southport,Gold Coast,Queensland
1580,Benowa,Gold Coast,Queensland
1581,Bundall,Gold Coast,Queensland
1582,Main Beach,Gold Coast,Queensland
1583,Surfers Paradise,Gold Coast,Queensland
1584,Darra,Brisbane,Queensland
1585,Sumner,Brisbane,Queensland
1586,Durack,Brisbane,Queensland
1587,Inala,Brisbane,Queensland
1588,Richlands,Brisbane,Queensland
1589,Wacol,Brisbane,Queensland
1590,Doolandella,Brisbane,Queensland
1591,Forest Lake,Brisbane,Queensland
1592,Ellen Grove,Brisbane,Queensland
1593,Boonah,Scenic Rim,Queensland
1594,Esk,Somerset,Queensland
1595,Lake Manchester,Brisbane,Queensland
1596,England Creek,Somerset,Queensland
1597,Lowood,Somerset,Queensland
1598,Rosewood,Ipswich,Queensland
1599,Brassall,Ipswich,Queensland
1600,Bundamba,Ipswich,Queensland
1601,Yamanto,Ipswich,Queensland
1602,Ipswich,Ipswich,Queensland
1603,Karalee,Ipswich,Queensland
1604,Barellan Point,Ipswich,Queensland
1605,Karana Downs,Brisbane,Queensland
1606,One Mile,Ipswich,Queensland
1607,North Ipswich,Ipswich,Queensland
1608,Tivoli,Ipswich,Queensland
1609,Raceview,Ipswich,Queensland
1610,Ripley,Ipswich,Queensland
1611,Camira,Ipswich,Queensland
1612,Gailes,Ipswich,Queensland
1613,Carole Park,Ipswich,Queensland
1614,Collingwood Park,Ipswich,Queensland
1615,Redbank,Ipswich,Queensland
1616,Goodna,Ipswich,Queensland
1617,New Chum,Ipswich,Queensland
1618,Redbank Plains,Ipswich,Queensland
1619,Springfield Lakes,Ipswich,Queensland
1620,Augustine Heights,Ipswich,Queensland
1621,Brookwater,Ipswich,Queensland
1622,Bellbird Park,Ipswich,Queensland
1623,Beaudesert,Scenic Rim,Queensland
1624,Beenleigh,Logan,Queensland
1625,Eagleby,Logan,Queensland
1626,Edens Landing,Logan,Queensland
1627,Holmview,Logan,Queensland
1628,Mount Warren Park,Logan,Queensland
1629,Wolffdene,Logan,Queensland
1630,Bahrs Scrub,Logan,Queensland
1631,Boronia Heights,Logan,Queensland
1632,Park Ridge,Logan,Queensland
1633,Browns Plains,Logan,Queensland
1634,Chambers Flat,Logan,Queensland
1635,Logan Reserve,Logan,Queensland
1636,Crestmead,Logan,Queensland
1637,Hillcrest,Logan,Queensland
1638,Marsden,Logan,Queensland
1639,Munruben,Logan,Queensland
1640,Park Ridge South,Logan,Queensland
1641,Heritage Park,Logan,Queensland
1642,Logan Village,Logan,Queensland
1643,New Beith,Logan,Queensland
1644,Greenbank,Logan,Queensland
1645,North Maclean,Logan,Queensland
1646,Jimboomba,Logan,Queensland
1647,Yarrabilba,Logan,Queensland
1648,Bethania,Logan,Queensland
1649,Waterford,Logan,Queensland
1650,Cornubia,Logan,Queensland
1651,Carbrook,Logan,Queensland
1652,Loganholme,Logan,Queensland
1653,Tanah Merah,Logan,Queensland
1654,Loganlea,Logan,Queensland
1655,Shailer Park,Logan,Queensland
1656,Waterford West,Logan,Queensland
1657,Daisy Hill,Logan,Queensland
1658,Logan Central,Logan,Queensland
1659,Rochedale South,Logan,Queensland
1660,Priestdale,Logan,Queensland
1661,Slacks Creek,Logan,Queensland
1662,Underwood,Logan,Queensland
1663,Woodridge,Logan,Queensland
1664,Bowen,Whitsunday,Queensland
1665,Nebo,Isaac,Queensland
1666,Clermont,Isaac,Queensland
1667,Collinsville,Whitsunday,Queensland
1668,Moranbah,Isaac,Queensland
1669,Andergrove,Mackay,Queensland
1670,East Mackay,Mackay,Queensland
1671,Eimeo,Mackay,Queensland
1672,Rural View,Mackay,Queensland
1673,Eungella Hinterland,Mackay,Queensland
1674,Mackay,Mackay,Queensland
1675,Mackay Harbour,Mackay,Queensland
1676,Mount Pleasant,Melville,Western Australia
1677,Glenella,Mackay,Queensland
1678,North Mackay,Mackay,Queensland
1679,Ooralea,Mackay,Queensland
1680,Bakers Creek,Mackay,Queensland
1681,Sarina,Mackay,Queensland
1682,Calen,Mackay,Queensland
1683,Shoal Point,Mackay,Queensland
1684,Bucasia,Mackay,Queensland
1685,Slade Point,Mackay,Queensland
1686,South Mackay,Mackay,Queensland
1687,Walkerston,Mackay,Queensland
1688,Eton,Mackay,Queensland
1689,West Mackay,Mackay,Queensland
1690,Whitsundays,Whitsunday,Queensland
1691,Cape Conway,Whitsunday,Queensland
1692,Proserpine,Whitsunday,Queensland
1693,Beachmere,Moreton Bay,Queensland
1694,Sandstone Point,Moreton Bay,Queensland
1695,Burpengary,Moreton Bay,Queensland
1696,Caboolture,Moreton Bay,Queensland
1697,Elimbah,Moreton Bay,Queensland
1698,Morayfield,Moreton Bay,Queensland
1699,Wamuran,Moreton Bay,Queensland
1700,Kilcoy,Somerset,Queensland
1701,Woodford,Moreton Bay,Queensland
1702,D'Aguilar,Moreton Bay,Queensland
1703,Deception Bay,Moreton Bay,Queensland
1704,Narangba,Moreton Bay,Queensland
1705,Upper Caboolture,Moreton Bay,Queensland
1706,Margate,Moreton Bay,Queensland
1707,Woody Point,Moreton Bay,Queensland
1708,Redcliffe,Moreton Bay,Queensland
1709,Rothwell,Moreton Bay,Queensland
1710,Kippa-Ring,Moreton Bay,Queensland
1711,Moreton Island,Brisbane,Queensland
1712,Scarborough,Stirling,Western Australia
1713,Albany Creek,Moreton Bay,Queensland
1714,Cashmere,Moreton Bay,Queensland
1715,Dayboro,Moreton Bay,Queensland
1716,Eatons Hill,Moreton Bay,Queensland
1717,Samford Valley,Moreton Bay,Queensland
1718,Murrumba Downs,Moreton Bay,Queensland
1719,Griffin,Moreton Bay,Queensland
1720,Dakabin,Moreton Bay,Queensland
1721,Kallangur,Moreton Bay,Queensland
1722,Mango Hill,Moreton Bay,Queensland
1723,North Lakes,Moreton Bay,Queensland
1724,Bray Park,Moreton Bay,Queensland
1725,Lawnton,Moreton Bay,Queensland
1726,Petrie,Moreton Bay,Queensland
1727,Strathpine,Moreton Bay,Queensland
1728,Brendale,Moreton Bay,Queensland
1729,Aurukun,Aurukun,Queensland
1730,Kowanyama,Kowanyama,Queensland
1731,Pormpuraaw,Pormpuraaw,Queensland
1732,Tablelands,Barkly,Northern Territory
1733,Carpentaria,Carpentaria,Queensland
1734,Mount Isa,Mount Isa,Queensland
1735,Barcaldine,Barcaldine,Queensland
1736,Blackall,Blackall-Tambo,Queensland
1737,Charleville,Murweh,Queensland
1738,Longreach,Longreach,Queensland
1739,Buderim,Sunshine Coast,Queensland
1740,Mountain Creek,Sunshine Coast,Queensland
1741,Sippy Downs,Sunshine Coast,Queensland
1742,Aroona,Sunshine Coast,Queensland
1743,Currimundi,Sunshine Coast,Queensland
1744,Buddina,Sunshine Coast,Queensland
1745,Minyama,Sunshine Coast,Queensland
1746,Caloundra,Sunshine Coast,Queensland
1747,Kings Beach,Sunshine Coast,Queensland
1748,Golden Beach,Sunshine Coast,Queensland
1749,Pelican Waters,Sunshine Coast,Queensland
1750,Moffat Beach,Sunshine Coast,Queensland
1751,Battery Hill,Sunshine Coast,Queensland
1752,Parrearra,Sunshine Coast,Queensland
1753,Warana,Sunshine Coast,Queensland
1754,Wurtulla,Sunshine Coast,Queensland
1755,Birtinya,Sunshine Coast,Queensland
1756,Caloundra West,Sunshine Coast,Queensland
1757,Meridan Plains,Sunshine Coast,Queensland
1758,Coolum Beach,Sunshine Coast,Queensland
1759,Marcoola,Sunshine Coast,Queensland
1760,Mudjimba,Sunshine Coast,Queensland
1761,Maroochydore,Sunshine Coast,Queensland
1762,Kuluin,Sunshine Coast,Queensland
1763,Mooloolaba,Sunshine Coast,Queensland
1764,Alexandra Headland,Sunshine Coast,Queensland
1765,Noosa Heads,Noosa,Queensland
1766,Noosaville,Noosa,Queensland
1767,Sunshine Beach,Noosa,Queensland
1768,Tewantin,Noosa,Queensland
1769,Peregian Beach,Noosa,Queensland
1770,Marcus Beach,Noosa,Queensland
1771,Peregian Springs,Sunshine Coast,Queensland
1772,Beerwah,Sunshine Coast,Queensland
1773,Glass House Mountains,Sunshine Coast,Queensland
1774,Landsborough,Sunshine Coast,Queensland
1775,Palmwoods,Sunshine Coast,Queensland
1776,Bli Bli,Sunshine Coast,Queensland
1777,Diddillibah,Sunshine Coast,Queensland
1778,Rosemount,Sunshine Coast,Queensland
1779,Eumundi,Sunshine Coast,Queensland
1780,Yandina,Sunshine Coast,Queensland
1781,Nambour,Sunshine Coast,Queensland
1782,Cambooya,Toowoomba,Queensland
1783,Wyreema,Toowoomba,Queensland
1784,Darling Heights,Toowoomba,Queensland
1785,Drayton,Toowoomba,Queensland
1786,Harristown,Toowoomba,Queensland
1787,Gatton,Lockyer Valley,Queensland
1788,Highfields,Toowoomba,Queensland
1789,Middle Ridge,Toowoomba,Queensland
1790,North Toowoomba,Toowoomba,Queensland
1791,Harlaxton,Toowoomba,Queensland
1792,Rangeville,Toowoomba,Queensland
1793,Toowoomba,Toowoomba,Queensland
1794,Wilsonton,Toowoomba,Queensland
1795,Ayr,Burdekin,Queensland
1796,Charters Towers,Charters Towers,Queensland
1797,Ingham,Hinchinbrook,Queensland
1798,Palm Island,Palm Island,Queensland
1799,Aitkenvale,Townsville,Queensland
1800,Belgian Gardens,Townsville,Queensland
1801,Pallarenda,Townsville,Queensland
1802,Bohle Plains,Townsville,Queensland
1803,Condon,Townsville,Queensland
1804,Rasmussen,Townsville,Queensland
1805,Cranbrook,Townsville,Queensland
1806,Douglas,West Wimmera,Victoria
1807,Garbutt,Townsville,Queensland
1808,Gulliver,Townsville,Queensland
1809,Currajong,Townsville,Queensland
1810,Vincent,Townsville,Queensland
1811,Heatley,Townsville,Queensland
1812,Hermit Park,Townsville,Queensland
1813,Rosslea,Townsville,Queensland
1814,Hyde Park,Unley,South Australia
1815,Pimlico,Townsville,Queensland
1816,Kelso,Townsville,Queensland
1817,Kirwan,Townsville,Queensland
1818,Mount Louisa,Townsville,Queensland
1819,Mundingburra,Townsville,Queensland
1820,Oonoonba,Townsville,Queensland
1821,South Townsville,Townsville,Queensland
1822,Railway Estate,Townsville,Queensland
1823,Townsville,Townsville,Queensland
1824,Townsville City,Townsville,Queensland
1825,North Ward,Townsville,Queensland
1826,Wulguru,Townsville,Queensland
1827,Roseneath,Townsville,Queensland
1828,Burdell,Townsville,Queensland
1829,Mount Low,Townsville,Queensland
1830,Deeragun,Townsville,Queensland
1831,Jensen,Townsville,Queensland
1832,Kepnock,Bundaberg,Queensland
1833,Bargara,Bundaberg,Queensland
1834,Burnett Heads,Bundaberg,Queensland
1835,Branyan,Bundaberg,Queensland
1836,Kensington,Randwick,New South Wales
1837,Bundaberg,Bundaberg,Queensland
1838,Bundaberg East,Bundaberg,Queensland
1839,Kalkie,Bundaberg,Queensland
1840,Bundaberg North,Bundaberg,Queensland
1841,Gooburrum,Bundaberg,Queensland
1842,Millbank,Bundaberg,Queensland
1843,Svensson Heights,Bundaberg,Queensland
1844,Norville,Bundaberg,Queensland
1845,Walkervale,Bundaberg,Queensland
1846,Avenell Heights,Bundaberg,Queensland
1847,Gayndah,North Burnett,Queensland
1848,Mundubbera,North Burnett,Queensland
1849,Gin Gin,Bundaberg,Queensland
1850,Kingaroy,South Burnett,Queensland
1851,Monto,North Burnett,Queensland
1852,Eidsvold,North Burnett,Queensland
1853,Nanango,South Burnett,Queensland
1854,Cooloola,Gympie,Queensland
1855,Gympie,Gympie,Queensland
1856,Kilkivan,Gympie,Queensland
1857,Booral,Fraser Coast,Queensland
1858,River Heads,Fraser Coast,Queensland
1859,Craignish,Fraser Coast,Queensland
1860,Dundowran Beach,Fraser Coast,Queensland
1861,Pialba,Fraser Coast,Queensland
1862,Eli Waters,Fraser Coast,Queensland
1863,Point Vernon,Fraser Coast,Queensland
1864,Scarness,Fraser Coast,Queensland
1865,Kawungan,Fraser Coast,Queensland
1866,Urangan,Fraser Coast,Queensland
1867,Wondunna,Fraser Coast,Queensland
1868,Fraser,ACT,Australian Capital Territory
1869,Tinana,Fraser Coast,Queensland
1870,Adelaide,Adelaide,South Australia
1871,North Adelaide,Adelaide,South Australia
1872,Aldgate,Adelaide Hills,South Australia
1873,Stirling,Stirling,Western Australia
1874,Hahndorf,Mount Barker,South Australia
1875,Echunga,Mount Barker,South Australia
1876,Lobethal,Adelaide Hills,South Australia
1877,Woodside,Adelaide Hills,South Australia
1878,Mount Barker,Mount Barker,South Australia
1879,Nairne,Mount Barker,South Australia
1880,Uraidla,Adelaide Hills,South Australia
1881,Summertown,Adelaide Hills,South Australia
1882,Wattle Park,Burnside,South Australia
1883,Beaumont,Burnside,South Australia
1884,Glen Osmond,Burnside,South Australia
1885,Toorak Gardens,Burnside,South Australia
1886,Athelstone,Campbelltown,South Australia
1887,Paradise,Campbelltown,South Australia
1888,Newton,Campbelltown,South Australia
1889,Rostrevor,Campbelltown,South Australia
1890,Magill,Campbelltown,South Australia
1891,Payneham,Norwood Payneham St Peters,South Australia
1892,Felixstow,Norwood Payneham St Peters,South Australia
1893,Marden,Norwood Payneham St Peters,South Australia
1894,Nailsworth,Prospect,South Australia
1895,Broadview,Port Adelaide Enfield,South Australia
1896,Walkerville,Walkerville,South Australia
1897,Goodwood,Unley,South Australia
1898,Millswood,Unley,South Australia
1899,Unley,Unley,South Australia
1900,Parkside,Unley,South Australia
1901,Gawler,Gawler,South Australia
1902,Lewiston,Mallala,South Australia
1903,Two Wells,Mallala,South Australia
1904,Craigmore,Playford,South Australia
1905,Blakeview,Playford,South Australia
1906,Davoren Park,Playford,South Australia
1907,Elizabeth,Playford,South Australia
1908,Elizabeth East,Playford,South Australia
1909,Munno Para West,Playford,South Australia
1910,Angle Vale,Playford,South Australia
1911,One Tree Hill,Playford,South Australia
1912,Elizabeth North,Playford,South Australia
1913,Waterloo Corner,Playford,South Australia
1914,Blair Athol,Port Adelaide Enfield,South Australia
1915,Windsor Gardens,Port Adelaide Enfield,South Australia
1916,Northfield,Port Adelaide Enfield,South Australia
1917,Valley View,Salisbury,South Australia
1918,Gilles Plains,Port Adelaide Enfield,South Australia
1919,Dry Creek,Salisbury,South Australia
1920,Ingle Farm,Salisbury,South Australia
1921,Para Hills,Salisbury,South Australia
1922,Parafield,Salisbury,South Australia
1923,Parafield Gardens,Salisbury,South Australia
1924,Paralowie,Salisbury,South Australia
1925,Salisbury East,Salisbury,South Australia
1926,Salisbury North,Salisbury,South Australia
1927,Mawson Lakes,Salisbury,South Australia
1928,Globe Derby Park,Salisbury,South Australia
1929,Pooraka,Salisbury,South Australia
1930,Cavan,Yass Valley,New South Wales
1931,Golden Grove,Tea Tree Gully,South Australia
1932,Greenwith,Tea Tree Gully,South Australia
1933,Highbury,Tea Tree Gully,South Australia
1934,Dernancourt,Tea Tree Gully,South Australia
1935,Hope Valley,Tea Tree Gully,South Australia
1936,Modbury,Tea Tree Gully,South Australia
1937,Modbury Heights,Tea Tree Gully,South Australia
1938,Redwood Park,Tea Tree Gully,South Australia
1939,St Agnes,Tea Tree Gully,South Australia
1940,Ridgehaven,Tea Tree Gully,South Australia
1941,Edwardstown,Marion,South Australia
1942,Hallett Cove,Marion,South Australia
1943,Marino,Marion,South Australia
1944,Seaview Downs,Marion,South Australia
1945,Mitchell Park,Marion,South Australia
1946,Morphettville,Marion,South Australia
1947,Sheidow Park,Marion,South Australia
1948,Trott Park,Marion,South Australia
1949,Warradale,Marion,South Australia
1950,Belair,Mitcham,South Australia
1951,Bellevue Heights,Mitcham,South Australia
1952,Blackwood,Mitcham,South Australia
1953,Colonel Light Gardens,Mitcham,South Australia
1954,Panorama,Mitcham,South Australia
1955,Aberfoyle Park,Onkaparinga,South Australia
1956,Aldinga,Onkaparinga,South Australia
1957,Christie Downs,Onkaparinga,South Australia
1958,Christies Beach,Onkaparinga,South Australia
1959,Coromandel Valley,Onkaparinga,South Australia
1960,Flagstaff Hill,Onkaparinga,South Australia
1961,Hackham,Onkaparinga,South Australia
1962,Onkaparinga Hills,Onkaparinga,South Australia
1963,Hackham West,Onkaparinga,South Australia
1964,Huntfield Heights,Onkaparinga,South Australia
1965,Happy Valley,Onkaparinga,South Australia
1966,Lonsdale,Onkaparinga,South Australia
1967,McLaren Vale,Onkaparinga,South Australia
1968,Morphett Vale,Onkaparinga,South Australia
1969,Reynella,Onkaparinga,South Australia
1970,Willunga,Onkaparinga,South Australia
1971,Seaford,Frankston,Victoria
1972,Seaford Meadows,Onkaparinga,South Australia
1973,Seaford Rise,Onkaparinga,South Australia
1974,Moana,Onkaparinga,South Australia
1975,Beverley,Charles Sturt,South Australia
1976,Flinders Park,Charles Sturt,South Australia
1977,Henley Beach,Charles Sturt,South Australia
1978,Hindmarsh,Charles Sturt,South Australia
1979,Brompton,Charles Sturt,South Australia
1980,Royal Park,Charles Sturt,South Australia
1981,Hendon,Charles Sturt,South Australia
1982,Seaton,Charles Sturt,South Australia
1983,West Lakes,Charles Sturt,South Australia
1984,Largs Bay,Port Adelaide Enfield,South Australia
1985,Semaphore,Port Adelaide Enfield,South Australia
1986,North Haven,Port Adelaide Enfield,South Australia
1987,Port Adelaide,Port Adelaide Enfield,South Australia
1988,Torrens Island,SA,South Australia
1989,Adelaide Airport,West Torrens,South Australia
1990,Fulham,West Torrens,South Australia
1991,Lockleys,West Torrens,South Australia
1992,Plympton,West Torrens,South Australia
1993,West Beach,West Torrens,South Australia
1994,Angaston,Barossa,South Australia
1995,Lyndoch,Barossa,South Australia
1996,Mallala,Mallala,South Australia
1997,Nuriootpa,Light,South Australia
1998,Tanunda,Barossa,South Australia
1999,Clare,Clare and Gilbert Valleys,South Australia
2000,Goyder,Wakefield,South Australia
2001,Wakefield,Lake Macquarie,New South Wales
2002,Jamestown,Northern Areas,South Australia
2003,Peterborough,Peterborough,South Australia
2004,Port Pirie,Port Pirie City and Dists,South Australia
2005,Kadina,Copper Coast,South Australia
2006,Moonta,Copper Coast,South Australia
2007,Wallaroo,Copper Coast,South Australia
2008,Ceduna,Ceduna,South Australia
2009,Kimba,Kimba,South Australia
2010,Cleve,Cleve,South Australia
2011,Elliston,Elliston,South Australia
2012,Port Lincoln,Port Lincoln,South Australia
2013,Whyalla,Whyalla,South Australia
2014,Coober Pedy,SA,South Australia
